OTUid	path	rank2	superkingdom	majorclade	kingdom	subkingdom	subeuk	division	subdivision	superphylum	phylum	subphylum	class	subclass	superorder	order	suborder	family	subfamily	genus
OTU_1664;size_15;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1740;size_7;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1750;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1786;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1816;size_15;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1890;size_8;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_1981;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2073;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2109;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2287;size_3;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2321;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2363;size_5;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2410;size_3;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2520;size_3;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2752;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2832;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_2896;size_4;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_3371;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_3657;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_3881;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_3948;size_4;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_3981;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_4062;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_4505;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales	Actinomycetales
OTU_92;size_577;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_355;size_203;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_447;size_54;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_564;size_46;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_1076;size_36;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_2789;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_3737;size_4;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Catenulisporineae;Actinospicaceae;Actinospica;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Catenulisporineae	Actinospicaceae	Actinospicaceae	Actinospica
OTU_619;size_23;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Corynebacterineae	Corynebacterineae	Corynebacterineae
OTU_1906;size_4;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Corynebacterineae	Corynebacterineae	Corynebacterineae
OTU_2991;size_12;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Corynebacterineae	Corynebacterineae	Corynebacterineae
OTU_23;size_4448;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_211;size_501;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_515;size_35;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_1251;size_9;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_2663;size_3;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_3139;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_3487;size_14;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_3925;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_4045;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_4427;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacteriaceae	Mycobacterium
OTU_770;size_26;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Frankineae	Frankineae	Frankineae	Frankineae
OTU_2783;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Frankineae	Frankineae	Frankineae	Frankineae
OTU_2745;size_5;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Frankiaceae;Frankia;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Frankineae	Frankiaceae	Frankiaceae	Frankia
OTU_3988;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Frankiaceae;Frankia;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Frankineae	Frankiaceae	Frankiaceae	Frankia
OTU_1478;size_6;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Micrococcineae	Micrococcineae	Micrococcineae
OTU_66;size_1151;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_122;size_400;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_130;size_598;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_177;size_385;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_314;size_152;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_705;size_65;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_712;size_27;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_2479;size_3;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_3623;size_4;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_4575;size_2;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Microbacteriaceae	Microbacteriaceae
OTU_1662;size_5;	"root;cellular organisms;Bacteria;Actinobacteria <phylum>;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;"	cellular organisms	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Actinobacteria <phylum>	Actinobacteria <phylum>	Actinobacteria	Actinobacteridae	Actinobacteridae	Actinomycetales	Micrococcineae	Micrococcaceae	Micrococcaceae	Micrococcaceae
