OTUId	sample_S2-D_Psoil-01	sample_S2-P_Ind-10	sample_S2-P_Ind-09	sample_S2-P_Ind-07	sample_S2-P_Ind-06	sample_S2-P_Ind-05	sample_S2-P_Ind-04	sample_S2-P_Ind-03	sample_S2-P_Ind-02	sample_S2-P_Pmax-10	sample_S2-P_Pmax-09	sample_S2-P_Pmax-08	sample_S2-D_Pmax-02	sample_S2-P_Pmax-07	sample_S2-D_Psoil-07	sample_S2-D_Ind-04	sample_S2-D_Ind-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-P_Pmax-02	sample_S2-D_Pmax-10	sample_S2-P_Pmax-01	sample_S2-P_Psoil-09	sample_S2-D_Psoil-06	sample_S2-P_Psoil-06	sample_S2-D_Psoil-10	sample_S2-D_Pmax-01	sample_S2-D_Pmax-03	sample_S2-P_Psoil-02	sample_S2-P_Psoil-01	sample_S2-D_Pmax-05	sample_S2-P_PO4-07	sample_S2-D_Pmax-07	sample_S2-D_Pmax-09	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_PO4-06	sample_S2-D_PO4-05	sample_S2-D_PO4-04	sample_S2-D_Ind-06	sample_S2-D_Ind-05	sample_S2-D_PO4-02	sample_S2-D_PO4-01	sample_S2-P_PO4-06	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-D_Psoil-05	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Pmax-06	sample_S2-P_PO4-04	sample_S2-P_Ind-08	sample_S2-P_Ind-01	sample_S2-P_Pmax-06	sample_S2-P_Pmax-05	sample_S2-P_Pmax-04	sample_S2-P_Pmax-03	sample_S2-D_Psoil-04	sample_S2-P_PO4-10	sample_S2-P_PO4-09	sample_S2-P_Psoil-10	sample_S2-P_Psoil-08	sample_S2-P_PO4-02	sample_S2-P_Psoil-07	sample_S2-P_Psoil-05	sample_S2-P_Psoil-04	sample_S2-P_PO4-01	sample_S2-P_Psoil-03	sample_S2-D_Pmax-04	sample_S2-P_PO4-08	sample_S2-D_Pmax-08	sample_S2-D_PO4-10	sample_S2-D_PO4-09	sample_S2-D_PO4-08	sample_S2-P_PO4-03	sample_S2-D_PO4-07	sample_S2-D_PO4-03	sample_S2-D_Ind-07	sample_S2-D_Ind-09	sample_S2-D_Ind-08
OTU_242;size=252;	17	0	0	0	1	0	1	4	1	2	0	3	8	4	19	2	4	1	0	0	0	0	3	13	0	2	9	11	4	0	5	0	6	1	6	1	6	3	4	0	0	3	4	0	2	3	14	56	102	2	0	0	0	0	0	0	0	4	0	1	0	1	1	0	2	0	0	0	3	0	2	3	9	4	0	2	2	1	3	1
OTU_2773;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3934;size=2;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1656;size=31;	15	1	0	3	3	3	4	8	2	1	0	0	2	2	11	0	9	1	0	0	4	0	0	0	0	1	3	2	2	0	0	0	5	3	3	3	0	7	1	2	6	1	0	0	7	0	6	6	17	4	0	4	1	2	0	1	7	5	0	0	0	1	0	0	1	0	1	0	1	0	1	1	3	0	0	0	1	0	3	3
OTU_311;size=312;	8	1	0	0	3	1	0	1	1	7	5	8	3	4	3	9	22	1	1	5	3	3	19	15	11	1	1	5	4	20	2	2	3	1	12	9	1	2	2	5	5	5	5	20	5	6	1	2	8	3	11	4	4	16	8	5	14	1	10	5	11	16	9	8	4	1	9	8	1	7	0	0	1	3	8	1	5	2	15	4
OTU_1676;size=79;	6	2	1	0	0	0	0	3	1	2	0	0	5	0	0	1	3	0	0	0	0	0	1	0	0	2	1	3	0	0	1	0	0	0	1	1	1	2	0	1	0	0	1	7	4	3	22	0	0	1	1	1	0	0	1	0	8	20	5	0	0	0	0	0	0	0	2	1	1	0	1	3	3	2	4	2	0	0	0	2
OTU_2756;size=8;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1308;size=20;	12	1	0	0	0	1	0	0	0	0	0	0	1	5	0	1	1	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
OTU_448;size=149;	3	3	5	4	11	5	0	14	3	3	2	0	1	1	0	2	9	0	0	1	3	0	0	0	4	3	9	0	1	0	0	0	0	2	5	7	5	9	2	3	1	5	2	1	7	3	1	1	8	0	1	11	4	3	0	1	4	0	1	0	2	0	1	10	0	0	0	1	1	3	0	8	8	5	0	8	7	1	1	0
OTU_664;size=38;	7	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	3	2	1	1	7	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	1	0	0	0	0	3	1	2	1	2	0	0	2	3	0	0	0	2	2	1	3	0	0	0	0	2	0	0	0	0	0
OTU_733;size=33;	43	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_126;size=548;	5	0	0	0	1	0	0	0	0	2	0	2	3	0	4	5	12	1	0	0	62	0	0	5	2	0	102	6	11	0	1	3	43	56	10	15	25	37	22	4	17	34	31	4	4	3	0	0	0	2	4	0	1	1	1	0	0	0	1	1	0	2	3	0	0	0	2	0	0	2	26	24	27	25	36	22	17	2	11	1
OTU_74;size=1457;	6	2	3	5	7	6	2	7	3	20	6	13	57	13	8	16	47	324	62	3	9	6	58	12	0	8	5	55	12	91	58	21	2	2	21	25	41	39	25	11	20	52	24	36	17	29	0	4	4	57	25	2	4	18	5	10	20	0	33	14	103	47	27	0	0	0	20	1	22	31	2	28	27	35	18	27	30	4	37	4
OTU_293;size=155;	12	2	2	2	1	1	1	1	0	1	1	0	2	5	5	1	10	0	0	2	1	0	0	14	2	5	2	4	3	32	1	0	1	3	4	3	2	3	3	3	3	5	0	2	3	0	7	2	10	5	3	1	0	3	2	1	8	17	0	0	3	3	0	3	3	0	2	4	0	0	1	3	0	0	1	1	1	2	8	7
OTU_2583;size=8;	2	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3891;size=28;	3	0	2	1	1	1	0	2	1	4	0	6	12	5	95	3	5	14	3	2	1	3	3	108	1	0	3	14	4	0	17	0	0	4	5	6	10	10	12	1	3	2	4	3	2	2	138	1	0	10	1	2	1	8	6	2	2	54	3	0	0	0	3	1	3	7	2	7	7	0	2	9	4	3	1	5	5	2	4	1
OTU_681;size=54;	1	0	1	1	1	0	0	1	0	15	4	4	0	0	1	2	3	0	0	0	0	11	0	0	0	0	0	3	0	3	1	0	1	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	17	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2
OTU_215;size=319;	61	0	2	2	5	1	1	3	0	4	1	2	10	1	13	0	2	19	3	0	0	2	33	43	14	32	0	10	3	8	3	2	0	0	2	3	8	1	2	0	0	4	1	7	2	10	23	0	0	7	10	1	1	0	0	1	1	31	4	6	8	16	7	12	1	1	4	21	5	8	0	1	1	3	5	5	2	0	1	1
OTU_2584;size=8;	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_238;size=372;	8	0	0	1	1	3	0	1	1	2	0	2	1	0	5	21	54	2	1	0	37	0	2	41	2	2	55	3	2	0	0	0	17	33	23	26	6	8	9	11	21	8	4	3	16	6	1	0	3	1	2	2	2	0	0	0	0	2	4	0	1	1	3	2	3	0	0	5	0	3	7	4	10	12	0	8	9	6	36	13
OTU_1524;size=9;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1381;size=20;	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	2	2	0	0	0	0	0
OTU_407;size=111;	33	0	0	0	0	0	0	0	0	0	0	0	4	0	51	0	1	0	0	0	0	0	0	35	0	19	0	5	0	0	2	0	0	0	0	2	0	1	3	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	1	1	1	0	0
OTU_349;size=150;	4	5	4	2	6	7	1	8	1	5	4	2	0	3	1	2	5	0	1	8	0	1	5	0	3	1	4	0	0	8	0	0	3	0	5	3	5	0	1	1	0	3	2	14	2	8	2	2	3	4	0	3	4	5	1	5	0	0	7	2	3	9	10	2	3	0	0	0	0	12	0	2	2	1	10	1	0	2	6	2
OTU_9;size=11072;	11	25	84	32	63	45	27	62	15	330	158	186	363	178	14	268	807	9	3	34	266	107	15	2	6	19	359	760	126	3	462	27	206	215	250	331	384	419	380	144	300	427	262	59	292	29	19	14	41	600	42	31	44	284	75	50	144	3	59	26	3	5	30	1	1	0	25	4	203	64	129	298	288	304	34	261	340	119	521	218
OTU_3191;size=6;	17	2	2	2	6	5	5	4	2	5	1	3	5	5	6	1	4	11	3	3	1	1	13	5	13	4	0	4	1	2	2	3	0	2	0	0	2	1	2	3	3	3	1	9	2	9	12	0	2	2	6	1	3	3	9	12	17	6	4	9	2	3	11	10	12	3	4	1	0	14	0	2	7	2	4	3	2	0	2	0
OTU_719;size=33;	1	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	3	0	0	0	1	2	7	10	0	1	0	1	2	0	2	0	1	1	0	2	0	0	0	0	5	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	3	1	0	0	1	0	0	0	1	0	1	2	0	1	0	0	0
OTU_331;size=116;	8	3	0	2	4	4	1	2	0	4	1	6	2	1	3	1	2	3	0	1	0	1	50	9	2	1	0	6	0	0	1	0	0	0	2	2	0	3	1	1	2	0	0	4	2	2	0	0	1	5	0	5	3	4	5	1	2	0	0	0	0	5	2	8	1	0	0	1	0	1	0	1	0	0	1	3	1	2	0	0
OTU_117;size=703;	8	7	2	5	20	12	8	9	8	6	9	4	0	12	0	0	1	3	2	10	0	5	140	0	75	1	0	4	56	17	4	12	0	0	4	0	0	0	0	0	0	5	0	47	0	44	1	0	0	0	33	9	16	11	9	14	12	1	49	27	35	24	41	43	6	4	20	13	0	36	0	0	0	0	31	0	0	0	0	0
OTU_525;size=53;	13	2	0	0	2	0	0	0	0	1	0	1	0	0	14	0	0	0	0	0	0	0	1	1	0	3	1	1	1	0	0	0	0	0	1	1	2	0	2	0	0	2	0	0	0	1	1	2	1	0	3	0	0	0	0	0	0	2	0	0	1	2	0	1	2	0	2	0	0	2	1	0	0	0	0	0	4	1	2	0
OTU_918;size=59;	46	3	1	6	12	5	2	3	2	6	4	3	1	0	0	23	73	2	0	0	0	4	3	0	7	9	0	3	0	0	1	0	1	0	11	34	5	1	3	14	29	3	0	2	26	1	1	0	2	1	1	3	4	7	0	2	0	0	0	0	0	0	2	0	0	0	1	1	0	1	2	2	4	1	0	1	2	7	34	24
OTU_983;size=20;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_2266;size=7;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_88;size=927;	25	3	4	11	7	6	6	11	4	1	0	1	38	2	14	5	16	2	1	1	8	0	12	22	29	3	14	56	0	12	48	0	8	12	5	13	4	3	3	2	17	3	2	1	4	1	21	182	379	55	1	7	6	1	1	3	4	11	0	0	9	2	0	27	6	3	1	0	16	7	5	0	3	5	1	2	0	2	12	4
OTU_295;size=200;	5	1	3	1	2	1	1	1	2	21	7	4	2	2	0	0	1	14	1	1	0	2	14	17	7	5	0	2	29	9	2	1	0	0	6	1	0	0	0	0	1	2	0	0	0	0	6	0	0	5	0	0	2	4	6	0	1	3	1	0	12	6	0	3	19	30	0	69	0	3	0	0	0	0	0	0	0	0	1	0
OTU_4276;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1679;size=8;	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1550;size=22;	16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	2	0	0	0	2	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4124;size=2;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2797;size=3;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1644;size=8;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_2046;size=12;	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	1	2	3	0	2	0	1	0	2	0	0	3	0	3	1	2	1	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	4	2
OTU_107;size=944;	10	4	2	2	9	5	1	8	3	64	10	33	7	19	53	2	6	13	4	3	0	14	0	69	0	4	0	11	153	5	8	4	1	0	18	1	4	3	4	0	0	7	2	9	1	6	46	3	9	8	19	6	5	49	7	19	31	23	10	5	16	0	9	0	4	48	16	406	4	6	0	0	5	3	14	5	7	0	1	1
OTU_191;size=420;	14	10	5	12	22	18	10	25	6	7	3	5	1	0	9	8	22	6	0	0	22	2	3	6	3	0	22	9	5	0	2	3	13	11	13	11	11	7	9	4	9	8	8	10	7	12	4	3	0	4	14	19	20	2	4	1	1	8	4	6	1	2	21	0	1	5	3	1	7	9	8	7	8	9	14	5	12	4	18	6
OTU_904;size=45;	4	0	0	1	1	2	0	1	1	1	1	2	1	0	2	0	0	0	0	0	0	0	1	3	5	2	0	0	5	4	2	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	6	0	0	0	0	3	1	0	0	2	5	1	2	0	4	1	1	0	0	2	0	9	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1143;size=18;	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3517;size=12;	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	1	3	3	1	2	0	0	1	2	0	0	0	2	0	0	8	9	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1
OTU_149;size=441;	7	1	0	2	1	1	1	0	1	8	6	6	3	4	23	0	9	3	1	3	12	4	0	152	6	47	6	6	8	1	4	3	7	10	4	1	23	28	24	0	5	18	20	2	2	4	16	2	1	5	5	1	3	4	7	2	3	12	6	3	3	0	1	3	1	0	3	3	0	1	6	15	16	16	1	12	27	0	3	0
OTU_848;size=67;	15	0	0	0	0	0	0	0	0	0	3	1	3	0	1	0	3	0	0	2	0	0	4	11	1	2	0	7	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	6	9	15	8	0	0	0	0	1	1	1	3	0	2	3	1	1	0	0	1	0	1	2	0	1	1	0	0	4	1	0	0	1	0
OTU_1915;size=6;	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_796;size=27;	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	1	1	0	0	0	0	0	2	0	0	1	1	1	1	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0
OTU_161;size=1050;	30	8	6	13	9	10	14	6	3	30	10	15	9	46	3	1	7	19	1	14	0	3	26	23	60	22	9	22	41	61	3	3	2	0	11	9	0	0	0	1	4	23	0	17	4	14	36	21	34	13	9	11	10	24	39	34	73	26	10	10	59	25	15	30	23	28	2	100	5	3	0	0	1	0	0	1	1	3	2	4
OTU_352;size=126;	13	2	1	1	1	8	3	2	2	3	0	3	3	2	0	1	4	2	0	1	0	2	2	1	1	5	2	4	7	9	1	0	0	2	6	1	0	0	0	0	0	1	1	0	1	0	29	0	0	5	0	2	5	3	1	0	1	16	0	4	11	0	2	4	2	4	4	29	2	0	0	0	1	0	4	0	0	0	1	0
OTU_2247;size=5;	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1754;size=11;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1033;size=19;	8	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	5	1	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_1680;size=15;	8	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	5	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_1192;size=13;	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2636;size=9;	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	1	6	0	0	1	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_622;size=88;	37	0	1	0	0	0	0	0	0	0	0	1	4	0	7	1	3	6	0	0	2	0	0	14	0	3	0	5	2	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	16	0	0	4	0	0	1	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU_4290;size=4;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_590;size=111;	7	0	0	0	0	0	0	0	0	1	4	0	1	1	0	1	4	1	0	0	0	1	2	5	0	3	2	1	1	2	4	0	1	1	2	0	0	2	1	0	1	1	0	0	3	1	5	0	3	4	3	0	0	5	1	0	0	2	1	1	8	10	1	0	1	5	1	0	1	0	0	0	0	4	2	0	0	0	3	0
OTU_1063;size=19;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3633;size=2;	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1646;size=10;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1004;size=17;	5	0	0	0	1	0	0	1	0	1	0	0	0	0	109	2	3	0	0	0	4	0	2	0	0	2	5	1	1	0	3	0	2	1	2	3	1	2	2	0	0	3	5	2	1	4	7	4	3	3	7	0	1	0	0	0	0	1	14	3	0	2	3	0	2	2	4	0	2	0	1	2	2	0	0	5	1	0	2	1
OTU_618;size=138;	12	0	1	2	0	1	0	1	1	8	3	4	2	1	2	0	0	2	0	0	1	3	3	3	8	1	0	5	16	17	2	1	0	0	1	0	0	0	0	1	0	7	0	1	0	4	9	0	0	2	0	0	2	5	2	1	0	20	1	1	37	2	0	7	5	6	2	75	0	1	0	0	0	0	3	2	0	0	0	0
OTU_741;size=29;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_779;size=28;	1	1	0	0	1	0	0	0	0	4	1	2	1	3	0	1	3	0	0	3	0	0	2	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	3	0	0	0	0	0	3	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
OTU_952;size=19;	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	5	2	1	1	6	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	1
OTU_3670;size=2;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3200;size=6;	12	1	0	1	1	0	2	0	0	1	0	2	0	2	0	1	4	0	0	0	0	4	10	2	0	6	0	2	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	3	0	2	1	3	1	2	0	0	2	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1
OTU_284;size=139;	35	0	1	0	1	1	0	1	0	0	0	0	4	0	14	1	3	6	1	2	0	0	1	38	2	19	0	8	0	0	1	0	0	0	0	0	3	6	2	1	0	4	0	2	0	3	23	0	0	1	0	1	0	0	0	0	2	13	6	1	0	1	2	0	0	0	3	0	1	0	0	2	1	2	1	0	4	0	1	0
OTU_1864;size=6;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
